ReferenceID,Country,Product_Code,Product_Name,Subscription_Start_Date,Subscription_Deactivation_Date,Subscription_Duration_Months,Order_Date_Kyiv,Return_Date_Kyiv,Last_Rebill_Date_Kyiv,Has_Chargeback,Has_Refund,Sales_Agent_Name,Source,Campaign_Name,Total_Amount,Discount_Amount,Number_Of_Rebills,Original_Amount,Returned_Amount,Total_Rebill_Amount
GYB220331-9703-51187,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,31-3-2022 0:00:00,9-5-2022 0:00:00,12,1-4-2022 2:01:00,9-5-2022 13:30:00,,Yes,No,,,,432,0,,432,432,
GYB220401-2793-55124,US,aq-one-time-pc-support,Support One Time PC Support,,,0,1-4-2022 23:25:00,,,No,No,,,,149,0,,149,,
GYB220401-3245-91126,AU,aq-gyb-support-12-month-plan,Support 12-month plan,1-4-2022 0:00:00,1-4-2023 0:00:00,12,1-4-2022 7:06:00,,,No,No,,,,"235,4","100,88",,"336,28",,
GYB220401-8709-29128,AU,aq-gyb-support-12-month-plan,Support 12-month plan,1-4-2022 0:00:00,8-7-2023 0:00:00,1,1-4-2022 3:33:00,,1-6-2023 14:57:00,No,No,Rodger,Call,AQ_7,"235,4","100,88",3,"336,28",,"53,78"
GYB220402-3245-21126,US,aq-one-time-pc-support,Support One Time PC Support,,,0,2-4-2022 15:36:00,,,No,No,Jackie,Call,AQ_9,"74,5","74,5",,149,,
GYB220402-8709-30113,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2-4-2022 0:00:00,9-4-2023 0:00:00,1,2-4-2022 23:50:00,,,No,No,,,,"345,6","86,4",,432,,
GYB220402-8709-67143,CA,aq-one-time-pc-support,Support One Time PC Support,,,0,3-4-2022 1:19:00,,,No,No,David,Call,AQ_1,"74,47","74,47",,"148,94",,
GYB220403-2793-67119,NZ,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,3-4-2022 0:00:00,,36,4-4-2022 1:30:00,,,No,No,Jules,Chat,AQ_9,"683,97",0,,"683,97",,
GYB220403-3150-68119,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,3-4-2022 0:00:00,3-7-2022 0:00:00,3,3-4-2022 8:37:00,,,No,No,Keira,Chat,AQ_21,"159,2","39,8",,199,,
GYB220403-7323-11118,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,3-4-2022 0:00:00,,24,3-4-2022 21:31:00,,,No,No,Megan,Chat,PDFSuite.CTA,"403,2","172,8",,576,,
GYB220403-7323-58148,PA,aq-gyb-support-6-month-plan-lo,Support 6-month Plan,3-4-2022 0:00:00,,1,4-4-2022 0:02:00,,3-10-2023 11:13:00,No,No,Jules,Chat,AQ_9,"199,2","49,8",13,249,,"259,35"
GYB220404-2793-83123,US,aq-one-time-pc-support,Support One Time PC Support,,,0,5-4-2022 1:21:00,,,No,No,Rinna,Chat,AQ_9,149,0,,149,,
GYB220404-2833-39114,CA,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,4-4-2022 0:00:00,4-7-2022 0:00:00,3,4-4-2022 10:42:00,,,No,No,Keira,Chat,AQ_21,"199,03",0,,"199,03",,
GYB220404-3153-26121,US,aq-gyb-support-6-month-plan-lo,Support 6-month Plan,4-4-2022 0:00:00,3-11-2022 0:00:00,1,4-4-2022 7:09:00,,4-10-2022 13:40:00,No,No,Jules,Chat,AQ_9,"199,2","49,8",1,249,,"19,95"
GYB220404-9703-12140,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,4-4-2022 0:00:00,4-4-2023 0:00:00,12,4-4-2022 21:03:00,,,No,No,,,,"345,6","86,4",,432,,
GYB220405-2833-49117,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,5-4-2022 0:00:00,,1,5-4-2022 17:12:00,,5-10-2023 12:39:00,No,No,Rinna,Chat,AQ_9,432,0,7,432,,"139,65"
GYB220405-3245-15115,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,5-4-2022 0:00:00,,24,6-4-2022 2:26:00,,,No,No,Megan,Chat,PDFSuite.CTA,576,0,,576,,
GYB220405-7323-63105,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,5-4-2022 0:00:00,5-7-2023 0:00:00,1,5-4-2022 20:23:00,,5-6-2023 11:34:00,No,No,,,,432,0,3,432,,"59,85"
GYB220406-2793-14113,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,6-4-2022 0:00:00,12-6-2022 0:00:00,3,6-4-2022 20:08:00,,,No,No,Keira,Chat,AQ_21,199,0,,199,,
GYB220406-2793-69125,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,6-4-2022 0:00:00,8-5-2022 0:00:00,1,6-4-2022 20:43:00,,,No,No,,,,"49,5","49,5",,99,,
GYB220406-3245-92115,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,6-4-2022 0:00:00,,24,6-4-2022 18:40:00,,,No,No,Megan,Chat,PDFSuite.CTA,576,0,,576,,
GYB220406-3245-93139,US,aq-gyb-support-6-month-plan-lo,Support 6-month Plan,6-4-2022 0:00:00,14-12-2022 0:00:00,1,7-4-2022 1:54:00,,6-12-2022 13:49:00,No,No,David,Call,AQ_9,"199,2","49,8",3,249,,"59,85"
GYB220407-2833-33148,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,7-4-2022 0:00:00,7-5-2023 0:00:00,1,7-4-2022 20:38:00,27-4-2022 11:05:00,7-4-2023 13:32:00,No,Yes,,,,432,0,1,432,333,"19,95"
GYB220407-2833-71118,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,7-4-2022 0:00:00,,24,7-4-2022 20:05:00,,,No,No,Rodger,Call,AQ_9,576,0,,576,,
GYB220407-3150-18113,US,aq-gyb-support-36-month-plan,Support 36-month plan,7-4-2022 0:00:00,,36,7-4-2022 18:02:00,,,No,No,Rodger,Call,AQ_9,576,0,,576,,
GYB220407-3245-93123,CA,aq-gyb-support-6-month-plan,Support 6-month plan,7-4-2022 0:00:00,14-1-2023 0:00:00,1,7-4-2022 5:47:00,,8-12-2022 15:07:00,No,No,Rodger,Call,AQ_1,"191,96",0,3,"191,96",,"55,24"
GYB220407-9368-20128,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,7-4-2022 0:00:00,14-6-2022 0:00:00,1,8-4-2022 2:11:00,,7-5-2022 14:17:00,No,No,,,,99,0,1,99,,"19,95"
